店名,住所,営業時間,定休日,座席,緯度,経度
ラーメン居酒屋 おしどり,長野県塩尻市広丘堅石2146-664,[月・火・水] 11:00〜14:00／17:30〜22:30[金・土] 11:00〜14:00／17:30〜24:00[日] 11:00〜14:00,木曜日,,36.132401,137.949524
豚豚拍子 権堂店,〒380-0833 長野県長野市鶴賀権堂町2320 ビストロハウス 1F,11:30～14:00／18:00～20:30,火曜日,,36.652729,138.187607
らぁめん 支那二郎,長野県松本市南松本2-15-11,10:30～15:0017:30～翌1:30 （スープ終了次第）,毎月第4水曜日以外,カウンター席 ×8 小上がり ×2卓 16名,36.210819,137.968460
居酒屋 あつ美,〒380-0907 長野県長野市鶴賀1337-13,11:30〜14:00／17:00〜22:00,土曜・日曜、祝日、月曜不定休あり,20席,36.648491,138.187607
今を粋ろ 鳥大前店,鳥取県鳥取市湖山町西1-706,11:30～14:00／17:30～22:30※売り切れ次第終了,月曜日,12席,35.522213,134.167145
ラーメン・つけ麺 笑福 米子陰田店,〒683-0027 鳥取県米子市陰田町656-1,11:00～23:55（L.O.）※売り切れ次第終了,無休,カウンター13席、テーブル6×4席、小上がり4×2席,35.411190,133.320724
今を粋ろ 米子店,〒683-0805 鳥取県米子市西福原1-3-25,11:30～14:30／17:30～,不定休,24席,35.440384,133.338562
笑福 米子両三柳店,鳥取県米子市両三柳58-3,11:30～14:30（L.O.14:00）／18:00～21:30（L.O.21:00）,水曜,8席,35.451275,133.330566
麺屋 ら～めん すする,〒682-0803 鳥取県倉吉市見日町476,11:00～14:00／17:30～20:00※各ラストオーダー,木曜,19席,35.439266,133.839493
篠寛ジロー,〒693-0024 島根県出雲市塩冶神前4丁目10-2,,,,35.350430,132.758209
ラーメン二郎 八王子野猿街道店2,〒192-0355 東京都八王子市堀之内2-13-16,[火〜金] 11:00～15:00位／17:30～21:00位[土・祝] 11:00～20:00位[日] 8:00〜15:00位※売り切れ次第終了近隣施設への違法駐車発覚の場合、その時点で行列が出来ていても営業終了します,月曜,カウンター17席、テーブル2卓(6人席×1、2人席×1),35.629620,139.401260
ラーメン二郎 三田本店,〒108-0073 東京都港区三田2-16-4,8:00前後〜20:00※L.O.目安19:00,日曜日、祝日※第2又は第3土曜日に夜営業休みの可能性あり,カウンター13席,35.648045,139.741516
ラーメン二郎 神田神保町店,〒101-0051 東京都千代田区神田神保町1-21-4,11:00～17:30（材料切れによる早じまい有）,日曜、祝日,カウンター11席,35.695290,139.761002
ラーメン二郎 西台駅前店,〒174-0046 東京都板橋区蓮根3-9-7 メトロード西台1階,[月・火・木・金] 11:00～13:30／17:30～20:30[水] 11:00～13:30[土] 9:30〜12:30※売り切れ次第終了,日曜日、祝日,カウンター11席,35.786900,139.674423
ラーメン二郎 ひばりヶ丘駅前店,〒188-0001 東京都西東京市谷戸町3-27-24 ひばりヶ丘プラザ1F,11:30～14:30／18:00～21:00[水] 11:30～14:30[土] 11:00～17:00※麺が無くなり次第終了,日曜日※祝日は不定休、営業有無は店内表示やTwitterで告知有り,カウンター12席,35.749908,139.543793
ラーメン二郎 千住大橋駅前店,〒120-0038 東京都足立区千住橋戸町 10-8,[月・火・水・金 ] 10:30〜15:30[土] 15:00頃〜（テイクアウトのみ）営業日は公式Xにてポストあり,木曜、日曜祝日は不定休※臨時休業は公式Xにてポスト,カウンターのみ8席,35.742706,139.796906
ラーメン二郎 めじろ台店,〒193-0942 東京都八王子市椚田町513-9,11:00～14:30／17:30～20:30日曜:11:00〜15:00,木曜、祝日（SNSやカレンダーで確認）,カウンター13席,35.638947,139.312744
えどもんど,〒116-0013 東京都荒川区西日暮里5-31-9,11:00〜14:30／17:30〜21:00※売り切れ次第終了,無休,カウンター9席、テーブル2席×2卓,35.733692,139.768234
ラーメン二郎 一橋学園店,〒187-0045 東京都小平市学園西町2-13-4,11:00〜14:00／17:30〜20:30[土] 11:00〜15:00／17:30〜20:30[日] 11:00〜16:00  ※祝日は営業時に告知,木曜日,カウンター12席,35.722313,139.479294
ラーメン二郎 環七一之江店,〒132-0003 東京都江戸川区一之江8-3-4,10:30～14:00[土・日・祝] 9:00～14:00※売り切れ次第終了不定期で夜営業あり。（17時30分〜20時位）営業日は公式Xにて告知あり,水曜日、不定休,カウンター14席,35.684071,139.881927
ラーメン二郎 品川店,〒140-0001 東京都品川区北品川1-18-5,10:00〜14:30／17:00〜21:00[土] 10:00〜14:00※売り切れ次第終了,日曜日、祝日,カウンター 9席,35.623974,139.742966
ラーメン二郎 小岩店,〒133-0057 東京都江戸川区西小岩3-31-13,10:30～麺切れにて終了（14:30前後の事が多い）※土曜はテイクアウトのみ,日曜、月曜、祝日,カウンター11席,35.734898,139.880005
ラーメン二郎 目黒店,〒153-0063 東京都目黒区目黒3-7-2,◆2024年4月3日現在◆11:00～16:00／18:00～23:00,※ 定休日なし,カウンター8席,35.634285,139.707077
Hi-Fat Noodle BUTCHER’S,〒124-0023 東京都葛飾区東新小岩3-1-5 たつみ橋マンション 1F,11:30〜15:00／18:00〜23:00[土・日] 11:00〜17:00※各ラストオーダー,月曜日,,35.720230,139.857635
ラーメン 池田屋 高田馬場店,〒161-0033 東京都新宿区下落合1-3-13 工藤ビル1F,11:00〜14:30／17:00〜21:00※売り切れ次第終了,木曜日,カウンター12席,35.716183,139.703079
ラーメン英二,〒183-0057 東京都府中市晴見町3-1-5,11:30～14:30／17:30～20:30※材料切れ等で、早期終了が多いので注意,定休：日曜不定休：土曜・祝日,カウンター10席,35.682243,139.478897
ラーメン二郎 亀戸店,〒136-0071 東京都江東区亀戸4-35-17 エレガントコーポラス101号,11:00〜14:30／17:30〜21:00,不定休公式Xにてポスト,カウンター12席,35.701885,139.826706
麺屋 味方,〒105-0004 東京都港区新橋4-6-10,11:00～16:00／17:30～20:00※売り切れ次第終了（基本は表記、特別営業はインスタを確認）,土曜日・日曜日※土曜営業の場合あり（詳細はインスタグラム参照）,カウンター5席,35.664906,139.755234
千里眼,東京都目黒区駒場4-6-8 佐藤ビル1F,11:00～15:00／17:00～21:00,水曜日,カウンター12席,35.664047,139.678497
麺屋HERO,〒113-0021 東京都文京区本駒込5-41-5  松岡ビル1階,11:00～14:00／18:00～22:00[土・日] 10:00～16:00[祝] 不定休,無休,カウンター8席,35.733421,139.754135
ラーメン二郎 府中店,〒183-0022 東京都府中市宮西町1-15-5 関野屋ビル1F,17:00〜22:00,土曜、日曜、祝日,カウンター9席,35.672115,139.477158
らーめん陸,〒156-0053 東京都世田谷区桜 3-8-13 パレス馬事公苑101号,[月・火] 18:00〜21:00[金・土・日] 11:00〜15:00,水曜日、木曜日,カウンター13席,35.639912,139.636581
ラーメン二郎 荻窪店,〒167-0051 東京都杉並区荻窪4-33-1,11:30〜14:15／18:00〜21:30売り切れ次第営業終了,日・祝,カウンター 8席,35.703602,139.626282
自家製麺 No11,〒173-0024 東京都板橋区大山金井町14-12,11:00〜15:00／17:00〜22:00[日] 11:00〜16:00／17:00〜21:00※営業時間変更、臨時休業などはXにて確認,無休,カウンター11席,35.744957,139.708008
自家製麺 まさき,〒196-0031 東京都昭島市福島町1011-13,11:00〜14:10／17:30〜20:30[日] 11:00〜15:00※売り切れ次第終了,月曜、第2・4・5日曜,8席,35.707100,139.384048
ラーメン富士丸 神谷本店,〒115-0043 東京都北区神谷3-29-11,17:00〜23:00,月曜日（祝日含む）,カウンター7席、テーブル（座敷）4人用×3卓,35.772289,139.733139
用心棒,〒101-0051 東京都千代田区神田神保町2-2-21,11:00～15:00／17:00～21:00[土・祝] 11:00～15:45※各ラストオーダー,日曜日,カウンター10席,35.696217,139.757339
ラーメン二郎 立川店,〒190-0023 東京都立川市柴崎町2-10-1,17:00〜22:00営業日は公式Xにてポストあり,火曜,カウンター12席,35.696507,139.409515
麺創研 紅 府中,東京都府中市宮町1-100,11:00～22:30,無休,カウンター15席＋テーブル8席,35.671230,139.481461
成蹊前ラーメン 吉祥寺,〒180-0001 東京都武蔵野市吉祥寺北町3-4-3,11:30〜15:30,水曜日,9席,35.709660,139.572830
用心棒 本号,東京都文京区向丘1-20-6 ファミール本郷1F,月～土11:00〜15:00／17:00〜21:00日曜日11:00～15:45,,カウンター12席・店内待ち4名迄(立ち待ち）,35.717628,139.757980
ラーメン富士丸 明治通り都電梶原店,〒114-0016 東京都北区上中里3-18-1,11:00〜15:00／17:00〜20:00[土・日] 11:00〜16:30,無休,カウンター12席,35.750084,139.749405
麺屋のスた,〒142-0043 東京都品川区二葉1-16-15,11:10〜15:00頃／17:00〜19:30頃※毎日公式Xにて告知あり※売り切れ次第営業終了,不定期営業,カウンター10席（店内待ち7席あり）,35.606804,139.727844
ザ・ラーメンスモールアックス,〒140-0011 東京都品川区東大井5-3-5,11:30～14:00／18:00～22:30,土曜、日曜、祝日、3月30日,カウンター7席,35.607487,139.736038
麺屋 鳳,〒123-0842 東京都足立区栗原1-6-22,18:30〜21:30※持ち帰りは23:00まで,木曜日,カウンター16席,35.779648,139.789978
ピコピコポン,〒169-0075 東京都新宿区高田馬場1-3-13,11:00〜15:30（lo15:20）17:00〜22:30（lo22:00）日曜日 9:00〜15:30（lo15:00）,土曜日,カウンター10席、テーブル8席,35.710285,139.709549
ラーメン二郎 上野毛店,〒158-0093 東京都世田谷区上野毛1-26-16,平日 11:00〜14:15頃／18:00〜22:00頃土曜日 11:00〜14:30※麺切れ終了,日・祝日,11席（カウンターのみ）,35.612442,139.639023
ラーメン二郎 環七新新代田店,〒155-0033 東京都世田谷区代田5-29-5,11:00～15:00くらい,不定休,カウンター約8席,35.661949,139.660385
ラーメン燈郎,〒124-0023 東京都葛飾区東新小岩1-1-1 トラスト新小岩101,11:30〜15:00／18:00～22:00,不定休,11席,35.717876,139.858459
ラーメンエース 八王子店,〒192-0015 東京都八王子市中野町2686-11,11:30～14:30／18:00～22:00,日曜,カウンター8席,35.681808,139.317184
ラーメン ぶぅさん,〒142-0041 東京都品川区戸越5-15-1,[火・水・金・土] 11:00～14:30 ／ 17:00～21:00[木] 11:00～14:30[日・祝日] 11:00～14:30,月曜日,カウンター10席、テーブル8席（4人掛け×2）,35.609970,139.714920
麺処 ほん田 東十条店,〒114-0001 東京都北区東十条1-22-6,11:00〜15:00／18:00〜22:00（L.O.）,水曜日,カウンター10席,35.762760,139.730652
ラーメン鷹の目 北千住店,〒120-0034 東京都足立区千住2-29,11:00～15:00／17:00～22:00,無休,11席,35.750137,139.802155
らーめん ニューカッパ,〒205-0001 東京都羽村市小作台1-11-6 NTKビル 102号,11:00～15:00／17:00～21:00（L.O.20:45）[土・日・祝] 11:00～15:30／17:00～21:00（L.O.20:45）,水曜,カウンター8席、テーブル8席,35.777641,139.303024
麺でる 戸越店,〒142-0041 東京都品川区戸越 5-18-11,（昼）11:30～14:30（夜）18:00～20:30 ※夜の営業は休みです※麺・スープ・他材料が無くなり次第終了,火曜、金曜,カウンター12席,35.608658,139.717789
ラーメン凛 砂町店,〒136-0074 東京都江東区東砂1-6-8,11:00～14:00／18:00～22:00※売り切れ次第終了,火曜、水曜,10席,35.681286,139.840958
らーめん 陸 尾山台店,〒158-0082 東京都世田谷区等々力1-30-16,11:30～14:30／18:00～21:00土・日・祝 11:30～15:00,月曜,カウンター10席,35.603848,139.651520
麺創研 紅 国分寺,東京都国分寺市本町2-2-15,11:00〜22:00,月曜日（祝営業翌火休）,カウンター14席＋テーブル10席,35.700680,139.482895
ラーメン宮郎,〒144-0051 東京都大田区西蒲田7-63-9 パブセブン1F,11:00〜15:0017:30〜21:00,日曜日,カウンター7席  テーブル2席×2,35.561852,139.712509
用心棒 市ヶ谷飯田橋,東京都新宿区市谷田町3-8-3 コアクツビル1F,平日11:00～21:00（通し営業）土・祝11:00～15:45,日曜日,カウンター10席,35.695972,139.738800
豪徳寺ラーメン りらくしん,〒154-0021 東京都世田谷区豪徳寺1-5-1,11:30〜13:30頃／17:30～20:00頃※昼・夜ともスープ売り切れ次第終了,日曜、月曜,カウンター7席,35.650475,139.647522
らーめん玄,〒155-0031 東京都世田谷区北沢2-28-7 エルフェアシティ下北沢Ⅱ 103,11:30〜14:30／17:00〜20:30,水曜日※ほか不定休あり,カウンター8席,35.663391,139.665527
鷹の目 蒲田店,〒144-0051 東京都大田区西蒲田8-2-1,11:00～15:00／17:00～22:00（L.O.）,無休,カウンター13席,35.561066,139.714066
蓮爾 新町一丁目店,〒154-0012 東京都世田谷区駒沢4-29-13 ケー・テー駒沢1階,17:00〜23:00[土・祝] 11:00〜17:00※ラストオーダーは各15分前,日曜日,カウンター10席,35.630207,139.653671
ハナイロモ麺 吉祥寺本店,〒180-0004 東京都武蔵野市吉祥寺本町1-31-4  日得ビル1F,11:00～15:00、17:00～20:00（各L.O..30分前）,水曜,,35.704021,139.582321
麺でる 田園調布本店,〒145-0071 東京都大田区田園調布1-21-2,12:00〜14:00,日曜日、火曜日、水曜日、金曜日,カウンター10席,35.591484,139.676010
らーめん松信 志村坂上駅前店,〒174-0051 東京都板橋区小豆沢2-19-5,[月・火・水] 12:00～14:00／18:00〜20:00[土・日・祝] 10:00〜14:00,木曜日・金曜日,7席,35.775730,139.696732
ラーメン ノックアウト,〒121-0062 東京都足立区南花畑5-22-6,11:00～15:00（L.O.14:45）／18:00～20:30（L.O.）,火曜日,カウンター9席、テーブル4席×2卓、2席×1卓,35.798405,139.813019
ラーメン 齋藤鶏治郎,〒104-0031 東京都中央区京橋1-17-12,[土・日] 11:00～15:00※東京スタイル鶏らーめん ど・みそ鶏の二毛作営業としてG系の齋藤鶏治郎での営業,月曜日～金曜日,18席,35.677803,139.773605
ラーメン豚嵐,〒174-0046 東京都板橋区蓮根3-3-2,11:00〜14:50／18:00〜19:50※各ラストオーダー,火曜日・金曜日※今後変更の場合あり,カウンター5席、壁向きテーブル4席,35.785542,139.678223
俺の生きる道 入谷店,〒111-0031 東京都台東区千束3-6-8 スカイコート入谷 1F,平日 17:00～翌1:00（11:00～14:30はUberなどの宅配とテイクアウトのみ）11:00～15:00（土・日のみ営業）,無休,カウンター9席,35.720615,139.792953
ラーメン富士丸 西新井大師店,〒123-0841 東京都足立区西新井1-7-7,18:00〜24:00,月曜※祝日の場合も休み,カウンター13席,35.778259,139.778854
えどもんど 新橋,〒105-0004 東京都港区新橋4-6-7,11:00～14:30／17:30～21:00  （材料切れ終了）,不定休,カウンター12席,35.664906,139.755234
じゃっくぽっと,〒120-0006 東京都足立区谷中2-7-5,11:00〜15:00／17:30〜翌1:00,,,35.777275,139.832581
ラーメン慶次郎 本店,〒173-0001 東京都板橋区本町14-14,11:30～15:00／17:00～23:00[金] 11:30～15:00／18:00～24:00[土] 11:30～15:00／18:00～23:00※スープ終了次第閉店,火曜、第2・4水曜,カウンター10席,35.761490,139.707214
ラーメン ノックアウト 小松川店,〒132-0034 東京都江戸川区小松川3-12-1,11:00～14:30／18:00～20:30,火曜日,カウンター6席 2人卓あり,35.699070,139.851227
えどもんど 中野,〒164-0001 東京都中野区中野5-56-12,10:30〜15:45／17:00〜22:45[日・土] 11:00〜14:30／17:30〜21:00※売り切れ次第終了,無休,9席,35.708492,139.666214
鷹の目 西巣鴨店,〒170-0001 東京都豊島区西巣鴨3-19-9,11:00〜15:00／17:00〜22:00,,,35.742271,139.726517
成城贅肉店,〒157-0062 東京都世田谷区南烏山3-23-24 丸美ビル 1階,11:00〜14:00 ／ 18:00〜22:00,不定休,カウンター9席,35.671768,139.607910
